customer_id,name,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency
879,Tara Nair,48,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,37,Debit Card,Weekly,MiddleAge,7
880,Kabir Joshi,25,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,14,PayPal,Quarterly,Young Adult,90
881,Kiran Singh,56,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,25,Debit Card,Monthly,MiddleAge,30
882,Anaya Roy,43,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,18,Venmo,Annually,Adult,365
883,Rahul Patel,51,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,37,Cash,Every 3 Months,MiddleAge,90
884,Pooja Roy,20,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,30,Bank Transfer,Monthly,Young Adult,30
885,Pooja Roy,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,34,Bank Transfer,Weekly,Senior,7
886,Riya Sharma,29,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,49,Debit Card,Every 3 Months,Young Adult,90
887,Sneha Khan,18,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,48,Bank Transfer,Monthly,Young Adult,30
888,Vihaan Reddy,61,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,33,PayPal,Fortnightly,Senior,14
889,Rahul Das,22,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.8,Yes,Express,Yes,44,Cash,Annually,Young Adult,365
890,Aarav Nair,47,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,50,Venmo,Weekly,MiddleAge,7
891,Anaya Nair,47,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,47,Credit Card,Monthly,MiddleAge,30
892,Kabir Patel,34,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,24,PayPal,Every 3 Months,Adult,90
893,Aditya Nair,65,Male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,43,Debit Card,Monthly,Senior,30
894,Rohan Sharma,64,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,14,Venmo,Monthly,Senior,30
895,Rahul Roy,40,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,3,Debit Card,Quarterly,Adult,90
896,Meera Singh,32,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,33,Debit Card,Quarterly,Adult,90
897,Nisha Khan,54,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,38,Cash,Fortnightly,MiddleAge,14
898,Priya Singh,38,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,46,Venmo,Weekly,Adult,7
899,Anaya Khan,31,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,19,Bank Transfer,Every 3 Months,Young Adult,90
900,Vihaan Das,19,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,20,PayPal,Annually,Young Adult,365
901,Neha Sharma,28,Male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,42,Bank Transfer,Quarterly,Young Adult,90
902,Neha Sharma,68,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,34,Cash,Monthly,Senior,30
903,Meera Das,56,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,5,Cash,Monthly,MiddleAge,30
904,Pooja Reddy,55,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,3,PayPal,Quarterly,MiddleAge,90
905,Riya Khan,51,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,46,PayPal,Every 3 Months,MiddleAge,90
906,Isha Sharma,55,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,16,Venmo,Annually,MiddleAge,365
907,Neha Das,67,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,21,Debit Card,Bi-Weekly,Senior,14
908,Rahul Sharma,51,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,34,Credit Card,Bi-Weekly,MiddleAge,14
909,Meera Das,35,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,9,PayPal,Every 3 Months,Adult,90
910,Diya Nair,47,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,36,PayPal,Weekly,MiddleAge,7
911,Kiran Reddy,32,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,22,Credit Card,Monthly,Adult,30
912,Nisha Reddy,44,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,2,Bank Transfer,Quarterly,Adult,90
913,Meera Singh,68,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,Monthly,Senior,30
914,Dev Khan,51,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,29,Cash,Every 3 Months,MiddleAge,90
915,Rahul Roy,69,Male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,27,Venmo,Every 3 Months,Senior,90
916,Isha Patel,55,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,33,Credit Card,Fortnightly,MiddleAge,14
917,Kiran Patel,50,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,16,Venmo,Monthly,MiddleAge,30
918,Kiran Joshi,41,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,11,Bank Transfer,Quarterly,Adult,90
919,Priya Roy,32,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,11,Cash,Fortnightly,Adult,14
920,Arjun Nair,47,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,17,Debit Card,Bi-Weekly,MiddleAge,14
921,Diya Patel,59,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,37,Cash,Weekly,Senior,7
922,Meera Das,68,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,18,PayPal,Weekly,Senior,7
923,Arjun Khan,34,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,13,Credit Card,Monthly,Adult,30
924,Tara Reddy,22,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,7,PayPal,Weekly,Young Adult,7
925,Priya Khan,46,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,37,Cash,Quarterly,MiddleAge,90
926,Rahul Khan,21,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,8,Cash,Monthly,Young Adult,30
927,Vihaan Nair,27,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,11,Cash,Bi-Weekly,Young Adult,14
928,Tara Reddy,34,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,8,Venmo,Bi-Weekly,Adult,14
929,Isha Sharma,27,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,31,Cash,Every 3 Months,Young Adult,90
930,Anaya Reddy,34,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,26,Debit Card,Fortnightly,Adult,14
931,Rahul Roy,37,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,20,Credit Card,Bi-Weekly,Adult,14
932,Priya Sharma,41,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,24,Bank Transfer,Fortnightly,Adult,14
933,Rohan Joshi,22,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,45,Debit Card,Bi-Weekly,Young Adult,14
934,Nisha Sharma,51,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,33,Debit Card,Monthly,MiddleAge,30
935,Rohan Patel,23,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,21,Bank Transfer,Monthly,Young Adult,30
936,Kabir Nair,70,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,2,Bank Transfer,Fortnightly,Senior,14
937,Rahul Reddy,19,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,28,Cash,Weekly,Young Adult,7
938,Aditya Sharma,30,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,18,Venmo,Quarterly,Young Adult,90
939,Tara Singh,60,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,21,Debit Card,Fortnightly,Senior,14
940,Nisha Nair,60,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,24,Credit Card,Monthly,Senior,30
941,Rahul Khan,65,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,15,PayPal,Every 3 Months,Senior,90
942,Anaya Joshi,28,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,38,PayPal,Every 3 Months,Young Adult,90
943,Rohan Roy,68,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,38,PayPal,Bi-Weekly,Senior,14
944,Rahul Reddy,64,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,13,Venmo,Fortnightly,Senior,14
945,Meera Das,40,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,39,Cash,Bi-Weekly,Adult,14
946,Kabir Patel,33,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,8,Venmo,Every 3 Months,Adult,90
947,Aarav Singh,48,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,4,PayPal,Quarterly,MiddleAge,90
948,Dev Roy,28,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,6,Cash,Every 3 Months,Young Adult,90
949,Sneha Roy,33,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,11,Venmo,Every 3 Months,Adult,90
950,Diya Das,25,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,49,Venmo,Monthly,Young Adult,30
951,Isha Khan,21,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,30,PayPal,Quarterly,Young Adult,90
952,Neha Joshi,57,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,34,Bank Transfer,Monthly,MiddleAge,30
953,Arjun Khan,21,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,28,PayPal,Monthly,Young Adult,30
954,Neha Patel,42,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,36,Venmo,Quarterly,Adult,90
955,Rohan Patel,20,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,Yes,18,Credit Card,Every 3 Months,Young Adult,90
956,Nisha Singh,49,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,4,PayPal,Monthly,MiddleAge,30
957,Nisha Patel,20,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,42,Debit Card,Quarterly,Young Adult,90
958,Meera Nair,44,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,11,Cash,Quarterly,Adult,90
959,Anaya Roy,46,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,31,Credit Card,Bi-Weekly,MiddleAge,14
960,Riya Das,49,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,12,Cash,Fortnightly,MiddleAge,14
961,Arjun Singh,67,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,20,Venmo,Quarterly,Senior,90
962,Priya Nair,68,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,37,Debit Card,Quarterly,Senior,90
963,Pooja Gupta,36,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,26,Debit Card,Fortnightly,Adult,14
964,Diya Gupta,38,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,14,Credit Card,Weekly,Adult,7
965,Rohan Gupta,22,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,12,Venmo,Bi-Weekly,Young Adult,14
966,Dev Sharma,35,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,10,Credit Card,Annually,Adult,365
967,Rahul Roy,45,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,19,Cash,Annually,MiddleAge,365
968,Aditya Nair,59,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,4,Cash,Weekly,Senior,7
969,Nisha Roy,39,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,48,Bank Transfer,Quarterly,Adult,90
970,Rohan Joshi,38,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Express,Yes,37,PayPal,Monthly,Adult,30
971,Anaya Patel,23,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,4,Cash,Monthly,Young Adult,30
972,Arjun Reddy,18,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,15,Credit Card,Weekly,Young Adult,7
973,Dev Roy,22,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,33,Credit Card,Weekly,Young Adult,7
974,Kiran Reddy,58,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,30,Bank Transfer,Quarterly,Senior,90
975,Aditya Patel,29,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,23,Bank Transfer,Monthly,Young Adult,30
976,Rohan Nair,43,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,2,Bank Transfer,Weekly,Adult,7
977,Anaya Khan,63,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,50,Credit Card,Every 3 Months,Senior,90
978,Nisha Roy,51,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Express,Yes,34,Cash,Bi-Weekly,MiddleAge,14
979,Rahul Singh,66,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,33,Credit Card,Weekly,Senior,7
980,Riya Joshi,31,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,34,Debit Card,Monthly,Young Adult,30
981,Priya Singh,43,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,39,PayPal,Every 3 Months,Adult,90
982,Kiran Roy,62,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,47,Credit Card,Quarterly,Senior,90
983,Vihaan Patel,44,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,37,PayPal,Monthly,Adult,30
984,Pooja Singh,26,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,40,Venmo,Bi-Weekly,Young Adult,14
985,Arjun Singh,43,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,8,Credit Card,Bi-Weekly,Adult,14
986,Priya Nair,64,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,Yes,Express,Yes,12,Bank Transfer,Annually,Senior,365
987,Kabir Nair,39,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,36,Bank Transfer,Monthly,Adult,30
988,Pooja Das,64,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,48,PayPal,Weekly,Senior,7
989,Anaya Das,47,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,47,PayPal,Fortnightly,MiddleAge,14
990,Neha Roy,60,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,2,Bank Transfer,Monthly,Senior,30
991,Isha Singh,65,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,24,Cash,Weekly,Senior,7
992,Arjun Joshi,34,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,40,Bank Transfer,Bi-Weekly,Adult,14
993,Riya Patel,43,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,50,Debit Card,Weekly,Adult,7
994,Pooja Singh,53,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,25,Cash,Weekly,MiddleAge,7
995,Aditya Joshi,18,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Yes,Express,Yes,20,Debit Card,Monthly,Young Adult,30
996,Rohan Singh,25,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,10,Venmo,Weekly,Young Adult,7
997,Tara Joshi,66,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,32,Bank Transfer,Quarterly,Senior,90
998,Meera Joshi,52,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,31,Cash,Fortnightly,MiddleAge,14
999,Vihaan Sharma,69,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,48,Bank Transfer,Bi-Weekly,Senior,14
1000,Anaya Sharma,32,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,23,Debit Card,Monthly,Adult,30
1001,Aditya Das,64,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Express,Yes,1,Bank Transfer,Bi-Weekly,Senior,14
1002,Neha Joshi,39,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,4,Debit Card,Fortnightly,Adult,14
1003,Kiran Joshi,31,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,3,Bank Transfer,Bi-Weekly,Young Adult,14
1004,Aarav Khan,43,Male,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,Yes,Store Pickup,Yes,3,Cash,Bi-Weekly,Adult,14
1005,Riya Das,45,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,44,Cash,Annually,MiddleAge,365
1006,Arjun Khan,40,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,5,Debit Card,Bi-Weekly,Adult,14
1007,Kabir Reddy,31,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,50,Venmo,Quarterly,Young Adult,90
1008,Arjun Khan,41,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,2,Credit Card,Annually,Adult,365
1009,Anaya Sharma,19,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,29,PayPal,Annually,Young Adult,365
1010,Priya Khan,62,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,11,Venmo,Annually,Senior,365
1011,Kiran Khan,43,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,37,Credit Card,Fortnightly,Adult,14
1012,Nisha Gupta,31,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,32,Debit Card,Fortnightly,Young Adult,14
1013,Meera Joshi,68,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,27,Credit Card,Annually,Senior,365
1014,Rohan Nair,24,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,31,Venmo,Bi-Weekly,Young Adult,14
1015,Meera Nair,20,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,36,Debit Card,Fortnightly,Young Adult,14
1016,Sneha Singh,64,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,34,Cash,Weekly,Senior,7
1017,Rahul Roy,40,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,15,Bank Transfer,Every 3 Months,Adult,90
1018,Riya Patel,63,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,14,Credit Card,Annually,Senior,365
1019,Meera Gupta,60,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,46,Cash,Weekly,Senior,7
1020,Nisha Patel,64,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,33,Venmo,Bi-Weekly,Senior,14
1021,Isha Khan,62,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,41,Debit Card,Annually,Senior,365
1022,Kabir Singh,35,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,39,PayPal,Weekly,Adult,7
1023,Diya Sharma,55,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,7,Cash,Annually,MiddleAge,365
1024,Arjun Reddy,52,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,29,Bank Transfer,Every 3 Months,MiddleAge,90
1025,Tara Reddy,68,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,18,Venmo,Quarterly,Senior,90
1026,Kabir Singh,32,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,15,Credit Card,Annually,Adult,365
1027,Meera Joshi,42,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,3.0,Yes,Express,Yes,39,PayPal,Bi-Weekly,Adult,14
1028,Meera Gupta,54,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,11,Cash,Monthly,MiddleAge,30
1029,Priya Khan,45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,4,Cash,Fortnightly,MiddleAge,14
1030,Pooja Khan,27,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,33,Venmo,Bi-Weekly,Young Adult,14
1031,Dev Das,56,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,37,Debit Card,Quarterly,MiddleAge,90
1032,Dev Sharma,34,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,32,Cash,Quarterly,Adult,90
1033,Anaya Reddy,56,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,44,Credit Card,Quarterly,MiddleAge,90
1034,Pooja Khan,39,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,41,Bank Transfer,Quarterly,Adult,90
1035,Kabir Gupta,43,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,44,Bank Transfer,Weekly,Adult,7
1036,Aditya Nair,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,32,Venmo,Annually,Senior,365
1037,Vihaan Sharma,42,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,13,Bank Transfer,Monthly,Adult,30
1038,Arjun Khan,34,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,48,Debit Card,Quarterly,Adult,90
1039,Tara Khan,30,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,3,Bank Transfer,Weekly,Young Adult,7
1040,Arjun Roy,37,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,39,Venmo,Monthly,Adult,30
1041,Aarav Patel,42,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,7,Cash,Fortnightly,Adult,14
1042,Kiran Singh,21,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,11,Cash,Fortnightly,Young Adult,14
1043,Isha Nair,27,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,47,Credit Card,Weekly,Young Adult,7
1044,Sneha Nair,20,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,28,Debit Card,Fortnightly,Young Adult,14
1045,Vihaan Reddy,58,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,17,Bank Transfer,Every 3 Months,Senior,90
1046,Vihaan Joshi,62,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,11,PayPal,Bi-Weekly,Senior,14
1047,Riya Gupta,35,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,12,Venmo,Annually,Adult,365
1048,Rahul Roy,64,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,7,Credit Card,Fortnightly,Senior,14
